"Step","feasible-paper-136 - test/rmse_scat","feasible-paper-136 - test/rmse_scat__MIN","feasible-paper-136 - test/rmse_scat__MAX"
"59","0.006044820882380009","0.006044820882380009","0.006044820882380009"
"60","0.005251829978078604","0.005251829978078604","0.005251829978078604"
"61","0.030502919107675552","0.030502919107675552","0.030502919107675552"
"62","0.006336879450827837","0.006336879450827837","0.006336879450827837"
"63","0.006029061041772366","0.006029061041772366","0.006029061041772366"
"64","0.005991014651954174","0.005991014651954174","0.005991014651954174"
"65","0.0052834912203252316","0.0052834912203252316","0.0052834912203252316"
"66","0.0075020273216068745","0.0075020273216068745","0.0075020273216068745"
"67","0.004522071685642004","0.004522071685642004","0.004522071685642004"
"68","0.007552089169621468","0.007552089169621468","0.007552089169621468"
"69","0.012973322533071041","0.012973322533071041","0.012973322533071041"
"70","0.026277590543031693","0.026277590543031693","0.026277590543031693"
"71","0.02554718218743801","0.02554718218743801","0.02554718218743801"
"72","0.00656236382201314","0.00656236382201314","0.00656236382201314"
"73","0.006479231175035238","0.006479231175035238","0.006479231175035238"
"74","0.006704332306981087","0.006704332306981087","0.006704332306981087"
"75","0.011493011377751827","0.011493011377751827","0.011493011377751827"
"76","0.007040231954306364","0.007040231954306364","0.007040231954306364"
"77","0.0066695320419967175","0.0066695320419967175","0.0066695320419967175"
"78","0.006905986927449703","0.006905986927449703","0.006905986927449703"
"79","0.006708600092679262","0.006708600092679262","0.006708600092679262"
"80","0.006189230363816023","0.006189230363816023","0.006189230363816023"
"81","0.012658284045755863","0.012658284045755863","0.012658284045755863"
"82","0.021677857264876366","0.021677857264876366","0.021677857264876366"
"83","0.005084685515612364","0.005084685515612364","0.005084685515612364"
"84","0.02040930837392807","0.02040930837392807","0.02040930837392807"
"85","0.018416263163089752","0.018416263163089752","0.018416263163089752"
"86","0.018604913726449013","0.018604913726449013","0.018604913726449013"
"87","0.009521708823740482","0.009521708823740482","0.009521708823740482"
"88","0.026720616966485977","0.026720616966485977","0.026720616966485977"
"89","0.006525078788399696","0.006525078788399696","0.006525078788399696"
"90","0.032592564821243286","0.032592564821243286","0.032592564821243286"
"91","0.006511835381388664","0.006511835381388664","0.006511835381388664"
"92","0.011292322538793087","0.011292322538793087","0.011292322538793087"
"93","0.006374761927872896","0.006374761927872896","0.006374761927872896"
"94","0.006895009428262711","0.006895009428262711","0.006895009428262711"
"95","0.01343363057821989","0.01343363057821989","0.01343363057821989"
"96","0.00915845762938261","0.00915845762938261","0.00915845762938261"
"97","0.007566486019641161","0.007566486019641161","0.007566486019641161"
"98","0.013261791318655014","0.013261791318655014","0.013261791318655014"
"99","0.016542447730898857","0.016542447730898857","0.016542447730898857"
"100","0.015900030732154846","0.015900030732154846","0.015900030732154846"
"101","0.012729969806969166","0.012729969806969166","0.012729969806969166"
"102","0.009244843386113644","0.009244843386113644","0.009244843386113644"
"103","0.009740949608385563","0.009740949608385563","0.009740949608385563"
"104","0.017144927754998207","0.017144927754998207","0.017144927754998207"
"105","0.020229583606123924","0.020229583606123924","0.020229583606123924"
"106","0.024374740198254585","0.024374740198254585","0.024374740198254585"
"107","0.013497340492904186","0.013497340492904186","0.013497340492904186"
"108","0.018499158322811127","0.018499158322811127","0.018499158322811127"
"109","0.004412123002111912","0.004412123002111912","0.004412123002111912"
"110","0.0060346112586557865","0.0060346112586557865","0.0060346112586557865"
"111","0.0049232980236411095","0.0049232980236411095","0.0049232980236411095"
"112","0.013328439556062222","0.013328439556062222","0.013328439556062222"
"113","0.014222533442080021","0.014222533442080021","0.014222533442080021"
"114","0.006892675533890724","0.006892675533890724","0.006892675533890724"
"115","0.008867278695106506","0.008867278695106506","0.008867278695106506"
"116","0.012042428366839886","0.012042428366839886","0.012042428366839886"
"117","0.029353925958275795","0.029353925958275795","0.029353925958275795"
"118","0.0062075224705040455","0.0062075224705040455","0.0062075224705040455"
"119","0.013608920387923717","0.013608920387923717","0.013608920387923717"
"120","0.007733338512480259","0.007733338512480259","0.007733338512480259"
"121","0.010632148943841457","0.010632148943841457","0.010632148943841457"
"122","0.007032760884612799","0.007032760884612799","0.007032760884612799"
"123","0.027560673654079437","0.027560673654079437","0.027560673654079437"
"124","0.00454856688156724","0.00454856688156724","0.00454856688156724"
"125","0.012625429779291153","0.012625429779291153","0.012625429779291153"
"126","0.004750593565404415","0.004750593565404415","0.004750593565404415"
"127","0.013491304591298103","0.013491304591298103","0.013491304591298103"
"128","0.005607313010841608","0.005607313010841608","0.005607313010841608"
"129","0.008018814958631992","0.008018814958631992","0.008018814958631992"
"130","0.02265544980764389","0.02265544980764389","0.02265544980764389"
"131","0.005200839601457119","0.005200839601457119","0.005200839601457119"
"132","0.008404389023780823","0.008404389023780823","0.008404389023780823"
"133","0.0080376286059618","0.0080376286059618","0.0080376286059618"
"134","0.007253880146890879","0.007253880146890879","0.007253880146890879"
"135","0.005086632911115885","0.005086632911115885","0.005086632911115885"
"136","0.004617398139089346","0.004617398139089346","0.004617398139089346"
"137","0.0255147535353899","0.0255147535353899","0.0255147535353899"
"138","0.007203730754554272","0.007203730754554272","0.007203730754554272"
"139","0.008727147243916988","0.008727147243916988","0.008727147243916988"
"140","0.015430072322487831","0.015430072322487831","0.015430072322487831"
"141","0.01382099837064743","0.01382099837064743","0.01382099837064743"
"142","0.007794516626745462","0.007794516626745462","0.007794516626745462"
"143","0.0049455976113677025","0.0049455976113677025","0.0049455976113677025"
"144","0.005038101226091385","0.005038101226091385","0.005038101226091385"
"145","0.01509249396622181","0.01509249396622181","0.01509249396622181"
"146","0.005833964329212904","0.005833964329212904","0.005833964329212904"
"147","0.017546959221363068","0.017546959221363068","0.017546959221363068"
"148","0.03422027453780174","0.03422027453780174","0.03422027453780174"
"149","0.006494621280580759","0.006494621280580759","0.006494621280580759"
"150","0.01905938610434532","0.01905938610434532","0.01905938610434532"
"151","0.022137630730867386","0.022137630730867386","0.022137630730867386"
"152","0.01878529042005539","0.01878529042005539","0.01878529042005539"
"153","0.006692723371088505","0.006692723371088505","0.006692723371088505"
"154","0.009902440942823887","0.009902440942823887","0.009902440942823887"
"155","0.008392076939344406","0.008392076939344406","0.008392076939344406"
"156","0.00472421245649457","0.00472421245649457","0.00472421245649457"
"157","0.044231247156858444","0.044231247156858444","0.044231247156858444"
"158","0.006334700156003237","0.006334700156003237","0.006334700156003237"
"159","0.012835327535867691","0.012835327535867691","0.012835327535867691"
"160","0.005940832197666168","0.005940832197666168","0.005940832197666168"
"161","0.009695383720099926","0.009695383720099926","0.009695383720099926"
"162","0.020641284063458443","0.020641284063458443","0.020641284063458443"
"163","0.005600304342806339","0.005600304342806339","0.005600304342806339"
"164","0.017141954973340034","0.017141954973340034","0.017141954973340034"
"165","0.007169040851294994","0.007169040851294994","0.007169040851294994"
"166","0.021094173192977905","0.021094173192977905","0.021094173192977905"
"167","0.011159665882587433","0.011159665882587433","0.011159665882587433"
"168","0.005006046500056982","0.005006046500056982","0.005006046500056982"
"169","0.008757544681429863","0.008757544681429863","0.008757544681429863"
"170","0.007490379270166159","0.007490379270166159","0.007490379270166159"
"171","0.021929070353507996","0.021929070353507996","0.021929070353507996"
"172","0.013214514590799809","0.013214514590799809","0.013214514590799809"
"173","0.007464208174496889","0.007464208174496889","0.007464208174496889"
"174","0.02583952806890011","0.02583952806890011","0.02583952806890011"
"175","0.01090492308139801","0.01090492308139801","0.01090492308139801"
"176","0.029923586174845695","0.029923586174845695","0.029923586174845695"
"178","0.010946023277938366","0.010946023277938366","0.010946023277938366"
"179","0.02413315139710903","0.02413315139710903","0.02413315139710903"
"180","0.020576374605298042","0.020576374605298042","0.020576374605298042"
"181","0.00975690595805645","0.00975690595805645","0.00975690595805645"
"182","0.011234537698328495","0.011234537698328495","0.011234537698328495"
"183","0.010634511709213257","0.010634511709213257","0.010634511709213257"
"184","0.005884000100195408","0.005884000100195408","0.005884000100195408"
"185","0.006418844684958458","0.006418844684958458","0.006418844684958458"
"186","0.02160811424255371","0.02160811424255371","0.02160811424255371"
"187","0.008960500359535217","0.008960500359535217","0.008960500359535217"
"188","0.0074823275208473206","0.0074823275208473206","0.0074823275208473206"
"189","0.021837417036294937","0.021837417036294937","0.021837417036294937"
"190","0.005421317648142576","0.005421317648142576","0.005421317648142576"
"191","0.023489870131015778","0.023489870131015778","0.023489870131015778"
"192","0.006049568764865398","0.006049568764865398","0.006049568764865398"
"193","0.012381546199321747","0.012381546199321747","0.012381546199321747"
"194","0.005926879588514566","0.005926879588514566","0.005926879588514566"
"195","0.008766050450503826","0.008766050450503826","0.008766050450503826"
"196","0.00875325221568346","0.00875325221568346","0.00875325221568346"
"197","0.018089963123202324","0.018089963123202324","0.018089963123202324"
"198","0.014875270426273346","0.014875270426273346","0.014875270426273346"
"199","0.018589699640870094","0.018589699640870094","0.018589699640870094"
"200","0.014756026677787304","0.014756026677787304","0.014756026677787304"
"201","0.017375806346535683","0.017375806346535683","0.017375806346535683"
"202","0.011191638186573982","0.011191638186573982","0.011191638186573982"
"203","0.027470668777823448","0.027470668777823448","0.027470668777823448"
"204","0.013267377391457558","0.013267377391457558","0.013267377391457558"
"205","0.006745089776813984","0.006745089776813984","0.006745089776813984"
"206","0.007758994121104479","0.007758994121104479","0.007758994121104479"
"207","0.015212013386189938","0.015212013386189938","0.015212013386189938"
"208","0.012399334460496902","0.012399334460496902","0.012399334460496902"
"209","0.004774198401719332","0.004774198401719332","0.004774198401719332"
"210","0.004039598163217306","0.004039598163217306","0.004039598163217306"
"211","0.013486973010003567","0.013486973010003567","0.013486973010003567"
"212","0.007518731523305178","0.007518731523305178","0.007518731523305178"
"213","0.018953045830130577","0.018953045830130577","0.018953045830130577"
"214","0.011924958787858486","0.011924958787858486","0.011924958787858486"
"215","0.008547112345695496","0.008547112345695496","0.008547112345695496"
"216","0.026044147089123726","0.026044147089123726","0.026044147089123726"
"217","0.01007999200373888","0.01007999200373888","0.01007999200373888"
"218","0.005492574069648981","0.005492574069648981","0.005492574069648981"
"219","0.011601385660469532","0.011601385660469532","0.011601385660469532"
"220","0.006151141598820686","0.006151141598820686","0.006151141598820686"
"221","0.00914855394512415","0.00914855394512415","0.00914855394512415"
"222","0.006747017614543438","0.006747017614543438","0.006747017614543438"
"223","0.03005613386631012","0.03005613386631012","0.03005613386631012"
"224","0.019431527704000473","0.019431527704000473","0.019431527704000473"
"225","0.02197246439754963","0.02197246439754963","0.02197246439754963"
"226","0.020679740235209465","0.020679740235209465","0.020679740235209465"
"227","0.005587689578533173","0.005587689578533173","0.005587689578533173"
"228","0.005978567060083151","0.005978567060083151","0.005978567060083151"
"229","0.007184779737144709","0.007184779737144709","0.007184779737144709"
"230","0.006359250284731388","0.006359250284731388","0.006359250284731388"
"231","0.005562781356275082","0.005562781356275082","0.005562781356275082"
"232","0.007223708555102348","0.007223708555102348","0.007223708555102348"
"233","0.01577572710812092","0.01577572710812092","0.01577572710812092"
"234","0.009878230281174183","0.009878230281174183","0.009878230281174183"
"235","0.006227835081517696","0.006227835081517696","0.006227835081517696"
"236","0.008618620224297047","0.008618620224297047","0.008618620224297047"
"237","0.012419278733432293","0.012419278733432293","0.012419278733432293"
"238","0.004868471994996071","0.004868471994996071","0.004868471994996071"
"239","0.0075979954563081264","0.0075979954563081264","0.0075979954563081264"
"240","0.0042513348162174225","0.0042513348162174225","0.0042513348162174225"
"241","0.00806528702378273","0.00806528702378273","0.00806528702378273"
"242","0.026963206008076668","0.026963206008076668","0.026963206008076668"
"243","0.004627184011042118","0.004627184011042118","0.004627184011042118"
"244","0.033198386430740356","0.033198386430740356","0.033198386430740356"
"245","0.014124050736427307","0.014124050736427307","0.014124050736427307"
"246","0.01498033944517374","0.01498033944517374","0.01498033944517374"
"247","0.010463492944836617","0.010463492944836617","0.010463492944836617"
"248","0.012544877827167511","0.012544877827167511","0.012544877827167511"
"249","0.0064664119854569435","0.0064664119854569435","0.0064664119854569435"
"250","0.0071017504669725895","0.0071017504669725895","0.0071017504669725895"
"251","0.005515634547919035","0.005515634547919035","0.005515634547919035"
"252","0.011883092112839222","0.011883092112839222","0.011883092112839222"
"253","0.00505828345194459","0.00505828345194459","0.00505828345194459"
"254","0.014321057125926018","0.014321057125926018","0.014321057125926018"
"255","0.007203724700957537","0.007203724700957537","0.007203724700957537"
"256","0.02819867618381977","0.02819867618381977","0.02819867618381977"
"257","0.005536931101232767","0.005536931101232767","0.005536931101232767"
"258","0.021791763603687286","0.021791763603687286","0.021791763603687286"
"259","0.006327741779386997","0.006327741779386997","0.006327741779386997"
"260","0.004247739911079407","0.004247739911079407","0.004247739911079407"
"261","0.011952532455325127","0.011952532455325127","0.011952532455325127"
"262","0.006515424232929945","0.006515424232929945","0.006515424232929945"
"263","0.019315261393785477","0.019315261393785477","0.019315261393785477"
"264","0.014869829639792442","0.014869829639792442","0.014869829639792442"
"265","0.006058402359485626","0.006058402359485626","0.006058402359485626"
"266","0.004284999333322048","0.004284999333322048","0.004284999333322048"
"267","0.005594508722424507","0.005594508722424507","0.005594508722424507"
"268","0.009415468201041222","0.009415468201041222","0.009415468201041222"
"269","0.013859539292752743","0.013859539292752743","0.013859539292752743"
"270","0.007360243704169989","0.007360243704169989","0.007360243704169989"
"271","0.004473153036087751","0.004473153036087751","0.004473153036087751"
"272","0.017595725134015083","0.017595725134015083","0.017595725134015083"
"273","0.017382541671395302","0.017382541671395302","0.017382541671395302"
"274","0.01252798829227686","0.01252798829227686","0.01252798829227686"
"275","0.005457763560116291","0.005457763560116291","0.005457763560116291"
"276","0.006832587998360395","0.006832587998360395","0.006832587998360395"
"277","0.014132261276245117","0.014132261276245117","0.014132261276245117"
"278","0.015217757783830166","0.015217757783830166","0.015217757783830166"
"279","0.01182296872138977","0.01182296872138977","0.01182296872138977"
"280","0.015323012135922909","0.015323012135922909","0.015323012135922909"
"281","0.009416481480002403","0.009416481480002403","0.009416481480002403"
"282","0.015125792473554611","0.015125792473554611","0.015125792473554611"
"283","0.004546835087239742","0.004546835087239742","0.004546835087239742"
"284","0.007383320014923811","0.007383320014923811","0.007383320014923811"
"285","0.004096567630767822","0.004096567630767822","0.004096567630767822"
"286","0.018133442848920822","0.018133442848920822","0.018133442848920822"
"287","0.008384421467781067","0.008384421467781067","0.008384421467781067"
"288","0.004851223900914192","0.004851223900914192","0.004851223900914192"
"289","0.0068469662219285965","0.0068469662219285965","0.0068469662219285965"
"290","0.018442649394273758","0.018442649394273758","0.018442649394273758"
"291","0.01724282093346119","0.01724282093346119","0.01724282093346119"
"292","0.008399402722716331","0.008399402722716331","0.008399402722716331"
"293","0.01754506304860115","0.01754506304860115","0.01754506304860115"
"294","0.005152511410415173","0.005152511410415173","0.005152511410415173"
"295","0.02279176004230976","0.02279176004230976","0.02279176004230976"
"296","0.008236683905124664","0.008236683905124664","0.008236683905124664"
"297","0.00794336199760437","0.00794336199760437","0.00794336199760437"
"298","0.00988189410418272","0.00988189410418272","0.00988189410418272"
"299","0.015160493552684784","0.015160493552684784","0.015160493552684784"
"300","0.024746105074882507","0.024746105074882507","0.024746105074882507"
"301","0.011334829963743687","0.011334829963743687","0.011334829963743687"
"302","0.006307343021035194","0.006307343021035194","0.006307343021035194"
"303","0.0056552099995315075","0.0056552099995315075","0.0056552099995315075"
"304","0.009208112955093384","0.009208112955093384","0.009208112955093384"
"305","0.01083325408399105","0.01083325408399105","0.01083325408399105"
"306","0.00582506088539958","0.00582506088539958","0.00582506088539958"
"307","0.009771306999027729","0.009771306999027729","0.009771306999027729"
"308","0.004535469692200422","0.004535469692200422","0.004535469692200422"
"309","0.007360137067735195","0.007360137067735195","0.007360137067735195"
"310","0.030976729467511177","0.030976729467511177","0.030976729467511177"
"311","0.011219562031328678","0.011219562031328678","0.011219562031328678"
"312","0.012912916950881481","0.012912916950881481","0.012912916950881481"
"313","0.015867482870817184","0.015867482870817184","0.015867482870817184"
"314","0.010174669325351715","0.010174669325351715","0.010174669325351715"
"315","0.007047875318676233","0.007047875318676233","0.007047875318676233"
"316","0.017935143783688545","0.017935143783688545","0.017935143783688545"
"317","0.0071625662967562675","0.0071625662967562675","0.0071625662967562675"
"318","0.02621912956237793","0.02621912956237793","0.02621912956237793"
"319","0.03304153308272362","0.03304153308272362","0.03304153308272362"
"320","0.007426728028804064","0.007426728028804064","0.007426728028804064"
"321","0.012484603561460972","0.012484603561460972","0.012484603561460972"
"322","0.012301594950258732","0.012301594950258732","0.012301594950258732"
"323","0.005079810041934252","0.005079810041934252","0.005079810041934252"
"324","0.005328504368662834","0.005328504368662834","0.005328504368662834"
"325","0.006829532328993082","0.006829532328993082","0.006829532328993082"
"326","0.008178445510566235","0.008178445510566235","0.008178445510566235"
"327","0.012283476069569588","0.012283476069569588","0.012283476069569588"
"328","0.005973700899630785","0.005973700899630785","0.005973700899630785"
"329","0.004791714251041412","0.004791714251041412","0.004791714251041412"
"330","0.0043699718080461025","0.0043699718080461025","0.0043699718080461025"
"331","0.006511698942631483","0.006511698942631483","0.006511698942631483"
"332","0.02207976020872593","0.02207976020872593","0.02207976020872593"
"333","0.008311809040606022","0.008311809040606022","0.008311809040606022"
"334","0.006175114773213863","0.006175114773213863","0.006175114773213863"
"335","0.014113585464656353","0.014113585464656353","0.014113585464656353"
"336","0.007944377139210701","0.007944377139210701","0.007944377139210701"
"337","0.010197903029620647","0.010197903029620647","0.010197903029620647"
"339","0.016917850822210312","0.016917850822210312","0.016917850822210312"
"340","0.004750656895339489","0.004750656895339489","0.004750656895339489"
"341","0.02457401342689991","0.02457401342689991","0.02457401342689991"
"342","0.015738828107714653","0.015738828107714653","0.015738828107714653"
"343","0.015036680735647678","0.015036680735647678","0.015036680735647678"
"344","0.013054585084319115","0.013054585084319115","0.013054585084319115"
"345","0.00498078903183341","0.00498078903183341","0.00498078903183341"
"346","0.025823276489973068","0.025823276489973068","0.025823276489973068"
"347","0.01235592644661665","0.01235592644661665","0.01235592644661665"
"348","0.005011101718991995","0.005011101718991995","0.005011101718991995"
"349","0.012189699336886406","0.012189699336886406","0.012189699336886406"
"350","0.008242889307439327","0.008242889307439327","0.008242889307439327"
"351","0.02577073685824871","0.02577073685824871","0.02577073685824871"
"352","0.005473441909998655","0.005473441909998655","0.005473441909998655"
"353","0.010796679183840752","0.010796679183840752","0.010796679183840752"
"354","0.005165342707186937","0.005165342707186937","0.005165342707186937"
"355","0.005714415106922388","0.005714415106922388","0.005714415106922388"
"356","0.007783117238432169","0.007783117238432169","0.007783117238432169"
"357","0.005050241947174072","0.005050241947174072","0.005050241947174072"
"358","0.021777870133519173","0.021777870133519173","0.021777870133519173"
"359","0.010989411734044552","0.010989411734044552","0.010989411734044552"
"360","0.014286109246313572","0.014286109246313572","0.014286109246313572"
"361","0.015925301238894463","0.015925301238894463","0.015925301238894463"
"362","0.007909335196018219","0.007909335196018219","0.007909335196018219"
"363","0.005523615516722202","0.005523615516722202","0.005523615516722202"
"364","0.006065086927264929","0.006065086927264929","0.006065086927264929"
"365","0.004684286657720804","0.004684286657720804","0.004684286657720804"
"366","0.009775466285645962","0.009775466285645962","0.009775466285645962"
"367","0.007519697304815054","0.007519697304815054","0.007519697304815054"
"368","0.022299788892269135","0.022299788892269135","0.022299788892269135"
"369","0.006061352789402008","0.006061352789402008","0.006061352789402008"
"370","0.006200452335178852","0.006200452335178852","0.006200452335178852"
"371","0.01914023607969284","0.01914023607969284","0.01914023607969284"
"372","0.004788761958479881","0.004788761958479881","0.004788761958479881"
"373","0.014149697497487068","0.014149697497487068","0.014149697497487068"
"374","0.010320940986275673","0.010320940986275673","0.010320940986275673"
"375","0.006883716210722923","0.006883716210722923","0.006883716210722923"
"376","0.008260991424322128","0.008260991424322128","0.008260991424322128"
"377","0.011071545071899891","0.011071545071899891","0.011071545071899891"
"378","0.011836831457912922","0.011836831457912922","0.011836831457912922"
"379","0.007650713436305523","0.007650713436305523","0.007650713436305523"
"380","0.005722331814467907","0.005722331814467907","0.005722331814467907"
"381","0.015618405304849148","0.015618405304849148","0.015618405304849148"
"382","0.013098222203552723","0.013098222203552723","0.013098222203552723"
"383","0.005593571811914444","0.005593571811914444","0.005593571811914444"
"384","0.021896377205848694","0.021896377205848694","0.021896377205848694"
"385","0.004862883593887091","0.004862883593887091","0.004862883593887091"
"386","0.005814580246806145","0.005814580246806145","0.005814580246806145"
"387","0.010531037114560604","0.010531037114560604","0.010531037114560604"
"388","0.014578256756067276","0.014578256756067276","0.014578256756067276"
"389","0.007483072113245726","0.007483072113245726","0.007483072113245726"
"390","0.005019925069063902","0.005019925069063902","0.005019925069063902"
"391","0.008474421687424183","0.008474421687424183","0.008474421687424183"
"392","0.006097699515521526","0.006097699515521526","0.006097699515521526"
"393","0.008517105132341385","0.008517105132341385","0.008517105132341385"
"394","0.011996844783425331","0.011996844783425331","0.011996844783425331"
"395","0.006455705966800451","0.006455705966800451","0.006455705966800451"
"396","0.0051718056201934814","0.0051718056201934814","0.0051718056201934814"
"397","0.015553693287074566","0.015553693287074566","0.015553693287074566"
"398","0.01758323423564434","0.01758323423564434","0.01758323423564434"
"399","0.005884435493499041","0.005884435493499041","0.005884435493499041"
"400","0.03216136619448662","0.03216136619448662","0.03216136619448662"
"401","0.022620758041739464","0.022620758041739464","0.022620758041739464"
"402","0.009933916851878166","0.009933916851878166","0.009933916851878166"
"403","0.006370458751916885","0.006370458751916885","0.006370458751916885"
"404","0.007532484829425812","0.007532484829425812","0.007532484829425812"
"405","0.008220149204134941","0.008220149204134941","0.008220149204134941"
"406","0.015739163383841515","0.015739163383841515","0.015739163383841515"
"407","0.009333793073892593","0.009333793073892593","0.009333793073892593"
"408","0.021884432062506676","0.021884432062506676","0.021884432062506676"
"409","0.02168780192732811","0.02168780192732811","0.02168780192732811"
"410","0.009403248317539692","0.009403248317539692","0.009403248317539692"
"411","0.01956731267273426","0.01956731267273426","0.01956731267273426"
"412","0.008031628094613552","0.008031628094613552","0.008031628094613552"
"413","0.02596641518175602","0.02596641518175602","0.02596641518175602"
"414","0.008409487083554268","0.008409487083554268","0.008409487083554268"
"415","0.005949609447270632","0.005949609447270632","0.005949609447270632"
"416","0.006393174175173044","0.006393174175173044","0.006393174175173044"
"417","0.011569271795451641","0.011569271795451641","0.011569271795451641"
"418","0.008634000085294247","0.008634000085294247","0.008634000085294247"
"419","0.006422851234674454","0.006422851234674454","0.006422851234674454"
"420","0.006673248950392008","0.006673248950392008","0.006673248950392008"
"421","0.004100098740309477","0.004100098740309477","0.004100098740309477"
"422","0.009962999261915684","0.009962999261915684","0.009962999261915684"
"423","0.015403336845338345","0.015403336845338345","0.015403336845338345"
"424","0.004891655873507261","0.004891655873507261","0.004891655873507261"
"425","0.012101187370717525","0.012101187370717525","0.012101187370717525"
"426","0.0045220027677714825","0.0045220027677714825","0.0045220027677714825"
"427","0.015270394273102283","0.015270394273102283","0.015270394273102283"
"428","0.01312699168920517","0.01312699168920517","0.01312699168920517"
"429","0.011278168298304081","0.011278168298304081","0.011278168298304081"
"430","0.004795836750417948","0.004795836750417948","0.004795836750417948"
"431","0.0052985744550824165","0.0052985744550824165","0.0052985744550824165"
"432","0.005347477737814188","0.005347477737814188","0.005347477737814188"
"433","0.021158140152692795","0.021158140152692795","0.021158140152692795"
"434","0.010068490169942379","0.010068490169942379","0.010068490169942379"
"435","0.01414158008992672","0.01414158008992672","0.01414158008992672"
"436","0.013137753121554852","0.013137753121554852","0.013137753121554852"
"437","0.005206304602324963","0.005206304602324963","0.005206304602324963"
"438","0.013207088224589825","0.013207088224589825","0.013207088224589825"
"439","0.005007403437048197","0.005007403437048197","0.005007403437048197"
"440","0.03500018268823624","0.03500018268823624","0.03500018268823624"
"441","0.011243393644690514","0.011243393644690514","0.011243393644690514"
"442","0.004655008669942617","0.004655008669942617","0.004655008669942617"
"443","0.0061720674857497215","0.0061720674857497215","0.0061720674857497215"
"444","0.006536512635648251","0.006536512635648251","0.006536512635648251"
"445","0.014298820868134499","0.014298820868134499","0.014298820868134499"
"446","0.008338428102433681","0.008338428102433681","0.008338428102433681"
