"Step","leafy-darkness-87 - val/ssim_atten","leafy-darkness-87 - val/ssim_atten__MIN","leafy-darkness-87 - val/ssim_atten__MAX"
"6861","0.8988250494003296","0.8988250494003296","0.8988250494003296"
"6863","0.8988409042358398","0.8988409042358398","0.8988409042358398"
"7340","0.9115942716598511","0.9115942716598511","0.9115942716598511"
"7342","0.9072334170341492","0.9072334170341492","0.9072334170341492"
"7344","0.9160508513450623","0.9160508513450623","0.9160508513450623"
"7346","0.898644208908081","0.898644208908081","0.898644208908081"
"7823","0.9302635788917542","0.9302635788917542","0.9302635788917542"
"7825","0.9312143325805664","0.9312143325805664","0.9312143325805664"
"7827","0.9370788335800171","0.9370788335800171","0.9370788335800171"
"7829","0.9270473122596741","0.9270473122596741","0.9270473122596741"
"8306","0.9294396638870239","0.9294396638870239","0.9294396638870239"
"8308","0.9265946745872498","0.9265946745872498","0.9265946745872498"
"8310","0.9328165054321289","0.9328165054321289","0.9328165054321289"
"8312","0.919017493724823","0.919017493724823","0.919017493724823"
"8789","0.9302088022232056","0.9302088022232056","0.9302088022232056"
"8791","0.924016535282135","0.924016535282135","0.924016535282135"
"8793","0.9329039454460144","0.9329039454460144","0.9329039454460144"
"8795","0.9257667660713196","0.9257667660713196","0.9257667660713196"
"9272","0.9267613887786865","0.9267613887786865","0.9267613887786865"
"9274","0.924489438533783","0.924489438533783","0.924489438533783"
"9276","0.9277635216712952","0.9277635216712952","0.9277635216712952"
"9278","0.899101197719574","0.899101197719574","0.899101197719574"
"9755","0.9084289073944092","0.9084289073944092","0.9084289073944092"
"9757","0.8882553577423096","0.8882553577423096","0.8882553577423096"
"9759","0.9162288904190063","0.9162288904190063","0.9162288904190063"
"9761","0.8960187435150146","0.8960187435150146","0.8960187435150146"
"10238","0.9337853789329529","0.9337853789329529","0.9337853789329529"
"10240","0.9355877637863159","0.9355877637863159","0.9355877637863159"
"10242","0.9373202323913574","0.9373202323913574","0.9373202323913574"
"10244","0.9346270561218262","0.9346270561218262","0.9346270561218262"
"10721","0.9312999248504639","0.9312999248504639","0.9312999248504639"
"10723","0.9274090528488159","0.9274090528488159","0.9274090528488159"
"10725","0.930026650428772","0.930026650428772","0.930026650428772"
"10727","0.928425133228302","0.928425133228302","0.928425133228302"
"11204","0.9301105737686157","0.9301105737686157","0.9301105737686157"
"11206","0.934002161026001","0.934002161026001","0.934002161026001"
"11208","0.9338372945785522","0.9338372945785522","0.9338372945785522"
"11210","0.9293661117553711","0.9293661117553711","0.9293661117553711"
"11687","0.9279513955116272","0.9279513955116272","0.9279513955116272"
"11689","0.9258213043212891","0.9258213043212891","0.9258213043212891"
"11691","0.9291492700576782","0.9291492700576782","0.9291492700576782"
"11693","0.9239406585693359","0.9239406585693359","0.9239406585693359"
"12170","0.92901611328125","0.92901611328125","0.92901611328125"
"12172","0.9241613149642944","0.9241613149642944","0.9241613149642944"
"12174","0.9337785243988037","0.9337785243988037","0.9337785243988037"
"12176","0.9230364561080933","0.9230364561080933","0.9230364561080933"
