"Step","leafy-darkness-87 - val/ssim_scat","leafy-darkness-87 - val/ssim_scat__MIN","leafy-darkness-87 - val/ssim_scat__MAX"
"11208","0.9292460680007935","0.9292460680007935","0.9292460680007935"
"11210","0.9302108287811279","0.9302108287811279","0.9302108287811279"
"11687","0.9126861095428467","0.9126861095428467","0.9126861095428467"
"11689","0.9131736159324646","0.9131736159324646","0.9131736159324646"
"11691","0.9051912426948547","0.9051912426948547","0.9051912426948547"
"11693","0.9158954620361328","0.9158954620361328","0.9158954620361328"
"12170","0.9248905181884766","0.9248905181884766","0.9248905181884766"
"12172","0.9354016780853271","0.9354016780853271","0.9354016780853271"
"12174","0.9291386008262634","0.9291386008262634","0.9291386008262634"
"12176","0.934727668762207","0.934727668762207","0.934727668762207"
